Pos;Artist and Title;SONG NAME;ARTIST NAME;Wks;T10;Pk;(x?);PkStreams;Total;ARTIST URL;TRACK
141;Internet Money†-†Lemonade;Lemonade;Internet Money;33;13;2;(x2);30,094,068;628,982,007;6MPCFvOQv5cIGfw3jODMF0;7hxHWCCAIIxFLCzvDgnQHX
142;Maluma†-†Haw·i;Haw√°i;Maluma;35;12;2;(x2);41,071,843;625,689,832;1r4hJ1h58CWwUQe3MxPuau;1yoMvmasuxZfqHEipJhRbp
143;Charlie Puth†-†We Don't Talk Anymore;We Don't Talk Anymore;Charlie Puth;97;1;9;;18,248,508;624,294,216;6VuMaDnrHyPL1p4EHjYLi7;06KyNuuMOX1ROXRhj787tj
144;Desiigner†-†Panda;Panda;Desiigner;72;13;3;(x1);24,034,197;618,141,508;7pFeBzX627ff0VnN6bxPR4;5OOkp4U9P9oL23maHFHL1h
145;The Weeknd†-†I Feel It Coming;I Feel It Coming;The Weeknd;68;8;4;;22,658,206;614,496,718;1Xyo4u8uXC1ZmMpatF05PJ;4RepvCWqsP6zBuzvwYibAS
146;Y2K†-†Lalala;Lalala;Y2K;56;5;4;;23,833,624;610,441,444;6USMTwO0MNDnKte5a5h0xx;51Fjme0JiitpyXKuyQiCDo
147;Billie Eilish†-†bury a friend;bury a friend;Billie Eilish;58;7;2;(x1);35,408,536;608,548,861;6qqNVTkY8uBg9cP3Jd7DAH;4SSnFejRGlZikf02HLewEF
148;Dua Lipa†-†Break My Heart;Break My Heart;Dua Lipa;53;2;7;;25,320,233;607,583,376;6M2wZ9GZgrQXHCFfjv46we;017PF4Q3l4DBUiWoXk4OWT
149;Major Lazer†-†Light It Up;Light It Up;Major Lazer;73;;11;;15,684,172;604,569,611;738wLrAtLtCtFOLvQBXOXp;6lDo13SSgTv0WbyUQKgnjk
150;Eminem†-†Godzilla;Godzilla;Eminem;63;3;4;;40,637,125;603,516,707;7dGJo4pcD2V6oG8kP0tJRR;7FIWs0pqAYbP91WWM0vlTQ
151;Khalid†-†Better;Better;Khalid;64;2;7;;21,831,365;601,815,595;6LuN9FCkKOj5PcnpouEgny;6zeeWid2sgw4lap2jV61PZ
152;The Weeknd†-†The Hills;The Hills;The Weeknd;101;11;3;(x1);14,363,491;600,948,718;1Xyo4u8uXC1ZmMpatF05PJ;25khomWgBVamSdKw7hzm3l
153;Shawn Mendes†-†There's Nothing Holdin' Me Back;There's Nothing Holdin' Me Back;Shawn Mendes;58;5;5;;22,413,521;596,905,132;7n2wHs1TKAczGzO7Dd2rGr;79cuOz3SPQTuFrp8WgftAu
154;Drake†-†Hotline Bling;Hotline Bling;Drake;80;19;2;(x1);20,870,154;596,313,469;3TVXtAsR1Inumwj472S9r4;6nmz4imkDcmtwMjocAzFSx
155;Drake†-†Nice For What;Nice For What;Drake;42;11;1;(x2);41,781,391;594,741,215;3TVXtAsR1Inumwj472S9r4;1cTZMwcBJT0Ka3UJPXOeeN
156;Khalid†-†Young Dumb & Broke;Young Dumb & Broke;Khalid;76;;12;;15,871,063;594,366,159;6LuN9FCkKOj5PcnpouEgny;5Z3GHaZ6ec9bsiI5BenrbY
157;Mark Ronson†-†Uptown Funk;Uptown Funk;Mark Ronson;103;23;1;(x8);15,350,322;586,491,435;3hv9jJF3adDNsBSIQDqcjp;32OlwWuMpZ6b0aN2RZOeMS
158;Zedd†-†Stay;Stay;Zedd;55;11;7;;23,118,329;586,299,104;2qxJFvFYMEDqd7ui6kSAcq;0dA2Mk56wEzDgegdC6R17g
159;Selena Gomez†-†Wolves;Wolves;Selena Gomez;57;14;3;(x1);24,355,051;586,228,775;0C8ZW7ezQVs4URX5aX7Kqx;7EmGUiUaOSGDnUUQUDrOXC
160;Future†-†Mask Off;Mask Off;Future;58;9;5;;25,847,893;582,487,201;1RyvyyTE3xzB2ZywiAwp0i;3rOSwuTsUlJp0Pu0MkN8r8
161;Martin Garrix†-†In the Name of Love;In the Name of Love;Martin Garrix;59;10;6;;21,797,864;581,181,619;60d24wfXkVzDSfLS6hyCjZ;23L5CiUhw2jV1OIMwthR3S
162;Nio Garcia†-†Te BotÈ - Remix;Te Bot√© - Remix;Nio Garcia;53;2;8;;19,829,896;580,565,818;5hdhHgpxyniooUiQVaPxQ0;3V8UKqhEK5zBkBb6d6ub8i
163;The Black Eyed Peas†-†RITMO (Bad Boys For Life);RITMO (Bad Boys For Life);The Black Eyed Peas;48;5;9;;23,528,266;579,778,398;1yxSLGMDHlW21z4YXirZDS;6cy3ki60hLwimwIje7tALf
164;Sam Smith†-†Stay With Me;Stay With Me;Sam Smith;145;26;2;(x4);8,537,137;578,380,137;2wY79sveU1sp5g7SokKOiI;7IHOIqZUUInxjVkko181PB
165;G-Eazy†-†Me, Myself & I;Me, Myself & I;G-Eazy;70;14;4;;17,839,641;564,775,200;02kJSzxNuaWGqwubyUba0Z;40YcuQysJ0KlGQTeGUosTC
166;Wham!†-†Last Christmas;Last Christmas;Wham!;46;11;2;(x2);48,011,162;563,073,897;5lpH0xAS4fVfLkACg9DAuM;2FRnf9qhLbvw8fu4IBXx78
167;Clean Bandit†-†Symphony;Symphony;Clean Bandit;60;;11;;21,433,880;561,744,393;6MDME20pz9RveH9rEXvrOM;1x5sYLZiu9r5E43kMlt9f8
168;Jason Derulo†-†Swalla;Swalla;Jason Derulo;54;6;6;;21,809,411;560,860,745;07YZf4WDAMNwqr4jfgOZ8y;6kex4EBAj0WHXDKZMEJaaF
169;BlocBoy JB†-†Look Alive;Look Alive;BlocBoy JB;57;6;6;;22,486,856;557,605,940;4TEJudQY2pXxVHPE3gD2EU;4qKcDkK6siZ7Jp1Jb4m0aL
170;Olivia Rodrigo†-†drivers license;drivers license;Olivia Rodrigo;12;12;1;(x10);80,764,045;555,948,537;1McMsnEElThX1knmY4oliG;7lPN2DXiMsVn7XUKtOW1CS
171;Zara Larsson†-†Lush Life;Lush Life;Zara Larsson;93;;15;;12,272,269;551,641,716;1Xylc3o4UrD53lo9CvFvVg;0r4SsYcwvd8URat6AS2m6f
172;Jhay Cortez†-†No Me Conoce - Remix;No Me Conoce - Remix;Jhay Cortez;59;;20;;14,989,110;548,583,436;0EFisYRi20PTADoJrifHrz;4R8BJggjosTswLxtkw8V7P
173;DNCE†-†Cake By The Ocean;Cake By The Ocean;DNCE;82;;12;;15,222,959;547,344,387;6T5tfhQCknKG4UnH90qGnz;2Aa1wE8ofs2tu59TOQrZKW
174;Clean Bandit†-†Solo;Solo;Clean Bandit;49;7;8;;24,095,921;546,828,888;6MDME20pz9RveH9rEXvrOM;6kPJZM97LwdG9QIsT7khp6
175;MEDUZA†-†Piece Of Your Heart;Piece Of Your Heart;MEDUZA;62;;14;;16,900,857;544,816,971;0xRXCcSX89eobfrshSVdyu;1DFD5Fotzgn6yYXkYsKiGs
176;Lady Gaga†-†Rain On Me;Rain On Me;Lady Gaga;45;7;1;(x1);41,627,044;543,764,470;1HY2Jd0NmPuamShAr6KMms;7ju97lgwC2rKQ6wwsf9no9
177;Drake†-†Too Good;Too Good;Drake;48;18;5;;19,402,522;542,497,343;3TVXtAsR1Inumwj472S9r4;11KJSRSgaDxqydKYiD2Jew
178;Ed Sheeran†-†Galway Girl;Galway Girl;Ed Sheeran;58;5;2;(x1);31,063,488;542,207,088;6eUKZXaKkcviH0Ku9w2n3V;0afhq8XCExXpqazXczTSve
179;Pop Smoke†-†For The Night;For The Night;Pop Smoke;39;4;7;;22,837,971;541,929,145;0eDvMgVFoNV3TpwtrVCoTj;0PvFJmanyNQMseIFrU708S
180;Bad Bunny†-†D¡KITI;D√ÅKITI;Bad Bunny;18;17;1;(x5);53,344,093;540,142,758;4q3ewBCX7sLwd24euuV69X;4MzXwWMhyBbmu6hOcLVD49
181;Hailee Steinfeld†-†Starving;Starving;Hailee Steinfeld;66;;12;;16,495,002;539,154,382;5p7f24Rk5HkUZsaS3BLG5F;6DG2g1UhROp5pnM8fx7zH2
182;Ariana Grande†-†Side To Side;Side To Side;Ariana Grande;59;10;6;;20,877,291;537,400,584;66CXWjxzNUsdJxJ2JdwvnR;4pLwZjInHj3SimIyN9SnOz
183;Twenty One Pilots†-†Ride;Ride;Twenty One Pilots;79;1;10;;15,813,811;537,094,400;3YQKmKGau1PzlVlkL1iodx;2Z8WuEywRWYTKe1NybPQEW
184;Khalid†-†Location;Location;Khalid;79;;34;;11,072,906;536,818,581;6LuN9FCkKOj5PcnpouEgny;152lZdxL1OR0ZMW6KquMif
185;J Balvin†-†LA CANCI”N;LA CANCI√ìN;J Balvin;54;;17;;15,922,336;533,254,576;1vyhD5VmyZ7KMfW5gqLgo5;0fea68AdmYNygeTGI4RC18
186;Julia Michaels†-†Issues;Issues;Julia Michaels;65;1;9;;18,886,951;533,154,479;0ZED1XzwlLHW4ZaG4lOT6m;1sXUWdKx03aP9Gmzft58rt
187;Sam Smith†-†How Do You Sleep?;How Do You Sleep?;Sam Smith;43;6;7;;22,140,829;533,033,471;2wY79sveU1sp5g7SokKOiI;6b2RcmUt1g9N9mQ3CbjX2Y
188;The Chainsmokers†-†Paris;Paris;The Chainsmokers;48;12;2;(x3);28,872,070;531,337,298;69GGBxA162lTqCwzJG5jLp;15vzANxN8G9wWfwAJLLMCg
189;JP Saxe†-†If The World Was Ending;If The World Was Ending;JP Saxe;72;;38;;11,350,099;529,815,583;66W9LaWS0DPdL7Sz8iYGYe;2kJwzbxV2ppxnQoYw4GLBZ
190;Ed Sheeran†-†Castle on the Hill;Castle on the Hill;Ed Sheeran;56;9;2;(x2);35,059,860;529,615,023;6eUKZXaKkcviH0Ku9w2n3V;6PCUP3dWmTjcTtXY02oFdT
191;Bruno Mars†-†24K Magic;24K Magic;Bruno Mars;62;6;6;;20,739,017;527,459,491;0du5cEVh5yTK9QJze8zA0C;6b8Be6ljOzmkOmFslEb23P
192;Ariana Grande†-†positions;positions;Ariana Grande;23;13;1;(x2);41,862,937;527,279,849;66CXWjxzNUsdJxJ2JdwvnR;35mvY5S1H3J2QZyna3TFe0
193;XXXTENTACION†-†changes;changes;XXXTENTACION;70;1;9;;23,766,098;525,212,436;15UsOTVnJzReFVN1VCnxy4;7AFASza1mXqntmGtbxXprO
194;Calvin Harris†-†Promises;Promises;Calvin Harris;52;8;5;;23,666,223;525,181,112;7CajNmpbOovFoOoasH2HaY;5N5k9nd479b1xpDZ4usjrg
195;Joel Corry†-†Head & Heart;Head & Heart;Joel Corry;38;;11;;20,052,875;524,438,430;6DgP9otnZw5z6daOntINxp;6cx06DFPPHchuUAcTxznu9
196;Jack ‹†-†Where Are ‹ Now;Where Are √ú Now;Jack √ú;81;23;3;(x1);11,738,161;524,252,721;1HxJeLhIuegM3KgvPn8sTa;66hayvUbTotekKU3H4ta1f
197;Meek Mill†-†Going Bad;Going Bad;Meek Mill;56;;11;;17,883,199;522,394,456;20sxb77xiYeusSH8cVdatc;2IRZnDFmlqMuOrYOLnZZyc
198;Axwell /\ Ingrosso†-†More Than You Know;#VALEUR!;Axwell;62;;15;;16,550,135;517,548,978;2XnBwblw31dfGnspMIwgWz;3PEgB3fkiojxms35ntsTgs
199;Demi Lovato†-†Sorry Not Sorry;Sorry Not Sorry;Demi Lovato;56;3;7;;19,545,702;517,161,784;6S2OmqARrzebs0tKUEyXyp;3m660poUr1chesgkkjQM7P
200;Sia†-†Chandelier;Chandelier;Sia;128;23;3;(x3);8,493,093;516,437,237;5WUlDfRSoLAfcVSX1WnrxN;4VrWlk8IQxevMvERoX08iC
201;XXXTENTACION†-†Fuck Love;Fuck Love;XXXTENTACION;80;;19;;16,680,157;511,902,114;15UsOTVnJzReFVN1VCnxy4;7AQim7LbvFVZJE3O8TYgf2
202;J. Cole†-†MIDDLE CHILD;MIDDLE CHILD;J. Cole;55;2;2;(x1);33,187,464;510,789,619;6l3HvQ5sa6mXTsMTB19rO5;2JvzF1RMd7lE3KmFlsyZD8
203;Drake†-†Money In The Grave (Drake ft. Rick Ross);Money In The Grave (Drake ft. Rick Ross);Drake;55;4;5;;25,117,868;508,783,617;3TVXtAsR1Inumwj472S9r4;5ry2OE6R2zPQFDO85XkgRb
204;Ali Gatie†-†It's You;It's You;Ali Gatie;62;;27;;13,084,417;507,361,105;4rTv3Ejc7hKMtmoBOK1B4T;5DqdesEfbRyOlSS3Tf6c29
205;DJ Khaled†-†Wild Thoughts;Wild Thoughts;DJ Khaled;40;12;2;(x4);31,981,224;506,184,874;0QHgL1lAIqAw0HtD7YldmP;1OAh8uOEOvTDqkKFsKksCi
206;Lil Nas X†-†Old Town Road;Old Town Road;Lil Nas X;40;10;3;(x2);30,103,989;504,284,723;7jVv8c5Fj3E9VhNjxT4snq;53CJANUxooaqGOtdsBTh7O
207;Kendrick Lamar†-†All The Stars;All The Stars;Kendrick Lamar;44;7;2;(x2);31,352,011;503,976,206;2YZyLoL8N0Wb9xBt1NhZWg;3GCdLUSnKSMJhs4Tj6CV3s
208;Portugal. The Man†-†Feel It Still;Feel It Still;Portugal. The Man;64;;18;;14,096,574;503,935,939;4kI8Ie27vjvonwaB2ePh8T;6QgjcU0zLnzq5OrUoSZ3OK
209;Loud Luxury†-†Body;Body;Loud Luxury;64;;19;;16,136,787;502,428,465;6t1gpxYbY8OlLA7D2RiikQ;7K7MUBCnzgBAvMVW2RTWNs
210;Jonas Blue†-†Fast Car;Fast Car;Jonas Blue;62;4;10;;16,501,675;502,209,439;1HBjj22wzbscIZ9sEb5dyf;6OZh916QF8XNunWaP97WEZ
211;Liam Payne†-†Strip That Down;Strip That Down;Liam Payne;47;7;9;;20,399,177;501,969,151;5pUo3fmmHT8bhCyHE52hA6;6EpRaXYhGOB3fj4V2uDkMJ
212;Tate McRae†-†you broke me first;you broke me first;Tate McRae;38;;12;;18,627,585;501,109,324;45dkTj5sMRSjrmBSBeiHym;45bE4HXI0AwGZXfZtMp8JR
213;Shawn Mendes†-†If I Can't Have You;If I Can't Have You;Shawn Mendes;50;7;4;;28,103,423;499,575,335;7n2wHs1TKAczGzO7Dd2rGr;2bT1PH7Cw3J9p3t7nlXCdh
214;Surf Mesa†-†ily;ily;Surf Mesa;46;2;9;;19,894,754;499,508,013;1lmU3giNF3CSbkVSQmLpHQ;62aP9fBQKYKxi7PDXwcUAS
215;Juice WRLD†-†All Girls Are The Same;All Girls Are The Same;Juice WRLD;84;;48;;9,718,306;498,798,561;4MCBfE4596Uoi2O4DtmEMz;4VXIryQMWpIdGgYR4TrjT1
216;Lizzo†-†Truth Hurts;Truth Hurts;Lizzo;45;;16;;16,286,337;497,281,768;56oDRnqbIiwx4mymNEv7dS;5qmq61DAAOUaW8AUo8xKhh
217;NF†-†Let You Down;Let You Down;NF;46;10;9;;19,989,871;497,222,105;6fOMl44jA4Sp5b9PpYCkzz;6mrKP2jyIQmM0rw6fQryjr
218;Surfaces†-†Sunday Best;Sunday Best;Surfaces;44;;13;;19,929,893;494,881,693;4ETSs924pXMzjIeD6E9b4u;1Cv1YLb4q0RzL6pybtaMLo
219;ZAYN†-†Dusk Till Dawn;Dusk Till Dawn;ZAYN;41;11;4;;22,579,858;494,566,732;5ZsFI1h6hIdQRw2ti0hz81;1j4kHkkpqZRBwE0A4CN4Yv
220;Ariana Grande†-†Stuck with U;Stuck with U;Ariana Grande;47;3;2;(x1);34,310,359;494,334,396;66CXWjxzNUsdJxJ2JdwvnR;4HBZA5flZLE435QTztThqH
221;ZAYN†-†PILLOWTALK;PILLOWTALK;ZAYN;59;13;1;(x2);27,477,356;493,993,282;5ZsFI1h6hIdQRw2ti0hz81;0PDUDa38GO8lMxLCRc4lL1
222;Rudimental†-†These Days;These Days;Rudimental;51;1;9;;19,683,315;493,838,843;4WN5naL3ofxrVBgFpguzKo;5CLGzJsGqhCEECcpnFQA8x
223;Martin Garrix†-†Scared to Be Lonely;Scared to Be Lonely;Martin Garrix;55;4;5;;22,668,956;493,661,628;60d24wfXkVzDSfLS6hyCjZ;3ebXMykcMXOcLeJ9xZ17XH
224;Drake†-†Passionfruit;Passionfruit;Drake;56;6;2;(x2);32,507,239;492,003,941;3TVXtAsR1Inumwj472S9r4;7hDc8b7IXETo14hHIHdnhd
225;Alec Benjamin†-†Let Me Down Slowly;Let Me Down Slowly;Alec Benjamin;73;;27;;14,487,348;491,276,302;5IH6FPUwQTxPSXurCrcIov;2qxmye6gAegTMjLKEBoR3d
226;Selena Gomez†-†Lose You To Love Me;Lose You To Love Me;Selena Gomez;38;5;1;(x1);47,227,738;488,987,210;0C8ZW7ezQVs4URX5aX7Kqx;1HfMVBKM75vxSfsQ5VefZ5
227;Dan + Shay†-†10,000 Hours;10,000 Hours;Dan + Shay;56;3;5;;26,054,266;485,371,435;7z5WFjZAIYejWy0NI5lv4T;2wrJq5XKLnmhRXHIAf9xBa
228;Wiz Khalifa†-†See You Again;See You Again;Wiz Khalifa;83;18;1;(x6);21,852,951;484,510,893;137W8MRPWKqSmrBGDBFSop;7wqSzGeodspE3V6RBD5W8L
229;The Chainsmokers†-†Roses;Roses;The Chainsmokers;69;6;7;;14,398,355;484,221,245;69GGBxA162lTqCwzJG5jLp;3vv9phIu6Y1vX3jcqaGz5Z
230;Nicky Jam†-†X;X;Nicky Jam;34;10;4;;25,335,647;483,456,853;1SupJlEpv7RS2tPNRaHViT;39N9RPD9MRb5WmoLzNzPeA
231;Khalid†-†Love Lies;Love Lies;Khalid;49;;11;;20,042,219;483,126,319;6LuN9FCkKOj5PcnpouEgny;45Egmo7icyopuzJN0oMEdk
232;gnash†-†i hate u, i love u;i hate u, i love u;gnash;57;;13;;13,840,077;482,561,714;3iri9nBFs9e4wN7PLIetAw;7vRriwrloYVaoAe3a9wJHe
233;Ed Sheeran†-†Happier;Happier;Ed Sheeran;91;1;10;;23,545,568;476,467,704;6eUKZXaKkcviH0Ku9w2n3V;2RttW7RAu5nOAfq6YFvApB
234;Drake†-†Fake Love;Fake Love;Drake;48;10;7;;18,569,220;476,434,708;3TVXtAsR1Inumwj472S9r4;6NMNgWgEAzde5M8U3lc6FN
235;Passenger†-†Let Her Go;Let Her Go;Passenger;177;;13;;4,815,894;475,972,877;0gadJ2b9A4SKsB1RFkBb66;7DFNE7NO0raLIUbgzY2rzm
236;Kodak Black†-†ZEZE;ZEZE;Kodak Black;39;8;3;(x1);29,095,302;475,296,500;46SHBwWsqBkxI7EeeBEQG7;0FZ4Dmg8jJJAPJnvBIzD9z
237;Bazzi†-†Mine;Mine;Bazzi;48;6;3;(x1);23,681,960;468,993,923;4GvEc3ANtPPjt1ZJllr5Zl;7uzmGiiJyRfuViKKK3lVmR
238;Offset†-†Ric Flair Drip (& Metro Boomin);Ric Flair Drip (& Metro Boomin);Offset;67;;32;;10,965,630;468,474,147;4DdkRBBYG6Yk9Ka8tdJ9BW;7sO5G9EABYOXQKNPNiE9NR
239;OneRepublic†-†Counting Stars;Counting Stars;OneRepublic;158;24;3;(x5);5,639,195;466,563,537;5Pwc4xIPtQLFEnJriah9YJ;1QzFhzIOW7CyRJLpmq5CM0
240;Starley†-†Call On Me - Ryan Riback Extended Remix;Call On Me - Ryan Riback Extended Remix;Starley;47;;13;;16,885,441;465,738,653;02A3cEvlLLCbIMVDrK2GHV;78rIJddV4X0HkNAInEcYde
241;Maluma†-†Felices los 4;Felices los 4;Maluma;47;;17;;17,123,191;462,895,074;1r4hJ1h58CWwUQe3MxPuau;0qYTZCo5Bwh1nsUFGZP3zn
242;Calvin Harris†-†Feels;Feels;Calvin Harris;38;11;5;;23,208,440;462,099,346;7CajNmpbOovFoOoasH2HaY;5bcTCxgc7xVfSaMV3RuVke
243;Robin Schulz†-†Sugar;Sugar;Robin Schulz;69;6;9;;10,750,515;461,767,760;3t5xRXzsuZmMDkQzgOX35S;5tf1VVWniHgryyumXyJM7w
244;Avicii†-†Wake Me Up;Wake Me Up;Avicii;130;13;3;(x2);20,549,219;459,720,435;1vCWHaC5f2uS3yhpwWbIA6;6g1NlCpW7fgqDnWbCCDrHl
245;Vance Joy†-†Riptide;Riptide;Vance Joy;151;;16;;5,562,516;457,446,301;10exVja0key0uqUkk6LJRT;7yq4Qj7cqayVTp3FF9CWbm
246;The Weeknd†-†In Your Eyes;In Your Eyes;The Weeknd;51;1;6;;26,303,039;456,737,381;1Xyo4u8uXC1ZmMpatF05PJ;7szuecWAPwGoV1e5vGu8tl
247;MEDUZA†-†Lose Control;Lose Control;MEDUZA;55;;27;;13,686,042;456,036,493;0xRXCcSX89eobfrshSVdyu;7CHi4DtfK4heMlQaudCuHK
248;Maroon 5†-†Sugar;Sugar;Maroon 5;93;11;2;(x1);13,080,140;455,952,316;04gDigrS5kc9YWfZHwBETP;5eWgDlp3k6Tb5RD8690s6I
249;Luis Fonsi†-†…chame La Culpa;√âchame La Culpa;Luis Fonsi;40;8;7;;19,056,515;455,074,445;4V8Sr092TqfHkfAA5fXXqG;1zsG4eaZmkA1dvjDDsAGLK
250;Jonas Blue†-†Mama;Mama;Jonas Blue;45;;11;;18,912,803;451,206,321;1HBjj22wzbscIZ9sEb5dyf;0NiXXAI876aGImAd6rTj8w
251;Maroon 5†-†Don't Wanna Know;Don't Wanna Know;Maroon 5;40;13;4;;21,063,863;450,707,447;04gDigrS5kc9YWfZHwBETP;5MFzQMkrl1FOOng9tq6R9r
252;Rihanna†-†Needed Me;Needed Me;Rihanna;58;;14;;13,619,575;450,689,857;5pKCCKE2ajJHZ9KAiaK11H;1Tt4sE4pXi57mTD1GCzsqm
253;Drake†-†Nonstop;Nonstop;Drake;43;2;1;(x1);43,697,135;448,969,830;3TVXtAsR1Inumwj472S9r4;0TlLq3lA83rQOYtrqBqSct
254;Lil Baby†-†Drip Too Hard (Lil Baby & Gunna);Drip Too Hard (Lil Baby & Gunna);Lil Baby;49;;13;;16,365,307;448,909,392;5f7VJjfbwm532GiveGC0ZK;78QR3Wp35dqAhFEc2qAGjE
255;Clean Bandit†-†Rather Be;Rather Be;Clean Bandit;121;17;1;(x7);8,491,112;446,561,447;6MDME20pz9RveH9rEXvrOM;3s4U7OHV7gnj42VV72eSZ6
256;Pop Smoke†-†What You Know Bout Love;What You Know Bout Love;Pop Smoke;30;6;6;;24,810,100;446,073,206;0eDvMgVFoNV3TpwtrVCoTj;1tkg4EHVoqnhR6iFEXb60y
257;Travis Scott†-†BUTTERFLY EFFECT;BUTTERFLY EFFECT;Travis Scott;72;;38;;12,187,233;442,827,959;0Y5tJX1MQlPlqiwlOH1tJY;1yxgsra98r3qAtxqiGZPiX
258;21 Savage†-†Bank Account;Bank Account;21 Savage;52;;22;;14,030,108;442,378,554;1URnnhqYAYcrqrcwql10ft;2fQrGHiQOvpL9UgPvtYy6G
259;DJ Snake†-†Middle;Middle;DJ Snake;64;;16;;14,182,166;441,638,949;540vIaP2JwjQb9dm3aArA4;2Fn3coxd0xAZ09JtrgcgHa
260;Paulo Londra†-†Adan y Eva;Adan y Eva;Paulo Londra;41;;11;;17,547,601;441,536,836;3vQ0GE3mI0dAaxIMYe5g7z;6FyRXC8tJUh863JCkyWqtk
261;Ariana Grande†-†break up with your girlfriend, i'm bored;break up with your girlfriend, i'm bored;Ariana Grande;33;7;2;(x3);54,707,620;439,898,870;66CXWjxzNUsdJxJ2JdwvnR;4kV4N9D1iKVxx1KLvtTpjS
262;Drake†-†Laugh Now Cry Later;Laugh Now Cry Later;Drake;33;5;2;(x1);33,016,564;438,697,530;3TVXtAsR1Inumwj472S9r4;2SAqBLGA283SUiwJ3xOUVI
263;Jonas Blue†-†Perfect Strangers;Perfect Strangers;Jonas Blue;58;;12;;17,072,020;436,465,982;1HBjj22wzbscIZ9sEb5dyf;1CUVN2kn7mW5FjkqXTR2W1
264;Justin Bieber†-†Yummy;Yummy;Justin Bieber;29;7;2;(x1);38,715,310;436,100,468;1uNFoZAHBGtllmzznpCI3s;16wAOAZ2OkqoIDN7TpChjR
265;Childish Gambino†-†Redbone;Redbone;Childish Gambino;76;;35;;11,798,468;434,702,997;73sIBHcqh3Z3NyqHKZ7FOL;3kxfsdsCpFgN412fpnW85Y
266;Sheck Wes†-†Mo Bamba;Mo Bamba;Sheck Wes;42;;11;;17,459,536;434,608,965;2RDOrhPqAM4jzTRCEb19qX;1xzBco0xcoJEDXktl7Jxrr
267;Hailee Steinfeld†-†Let Me Go;Let Me Go;Hailee Steinfeld;47;;16;;14,630,730;431,998,109;5p7f24Rk5HkUZsaS3BLG5F;5AEtlRudpgdT5FtNiuly6Y
268;Calvin Harris†-†How Deep Is Your Love;How Deep Is Your Love;Calvin Harris;64;14;3;(x2);13,109,875;430,830,938;7CajNmpbOovFoOoasH2HaY;22mek4IiqubGD9ctzxc69s
269;Jonas Blue†-†Rise;Rise;Jonas Blue;46;;12;;20,761,497;430,111,732;1HBjj22wzbscIZ9sEb5dyf;3u1S1OmAUhx5DRlLrXqyp3
270;BENEE†-†Supalonely;Supalonely;BENEE;32;;12;;19,613,469;427,392,173;0Cp8WN4V8Tu4QJQwCN5Md4;4nK5YrxbMGZstTLbvj6Gxw
271;David Guetta†-†2U;2U;David Guetta;32;11;3;(x2);30,303,727;426,973,384;1Cs0zKBU1kc0i8ypK3B9ai;3A7qX2QjDlPnazUsRk5y0M
272;Harry Styles†-†Falling;Falling;Harry Styles;67;;29;;14,809,370;425,542,414;6KImCVD70vtIoJWnq6nGn3;1ZMiCix7XSAbfAJlEZWMCp
273;Mabel†-†Don't Call Me Up;Don't Call Me Up;Mabel;43;;11;;17,704,582;425,321,887;1MIVXf74SZHmTIp4V4paH4;5WHTFyqSii0lmT9R21abT8
274;Conan Gray†-†Heather;Heather;Conan Gray;36;;12;;18,431,861;422,959,577;4Uc8Dsxct0oMqx0P6i60ea;4xqrdfXkTW4T0RauPLv3WA
275;Shakira†-†Chantaje;Chantaje;Shakira;50;;13;;16,232,454;422,780,513;0EmeFodog0BfCgMzAIvKQp;1WniHvhq9zTkny0WvGXX8o
276;DJ Snake†-†Loco Contigo;Loco Contigo;DJ Snake;35;1;10;;20,067,945;422,004,415;540vIaP2JwjQb9dm3aArA4;6osaMSJh9NguagEDQcZaKx
277;Khalid†-†Talk;Talk;Khalid;43;1;10;;18,389,998;420,282,616;6LuN9FCkKOj5PcnpouEgny;6TqXcAFInzjp0bODyvrWEq
278;Lunay†-†Soltera - Remix;Soltera - Remix;Lunay;39;4;8;;19,467,987;419,287,174;47MpMsUfWtgyIIBEFOr4FE;1c0hsvHLELX6y8qymnpLKL
279;Chris Brown†-†No Guidance;No Guidance;Chris Brown;46;;11;;18,038,661;418,119,567;7bXgB6jMjp9ATFy66eO08Z;6XHVuErjQ4XNm6nDPVCxVX
280;Selena Gomez†-†Back To You;Back To You;Selena Gomez;42;3;4;;24,186,683;414,002,136;0C8ZW7ezQVs4URX5aX7Kqx;4hQ6UGyWQIGJmHSo0J88JW
281;Ariana Grande†-†Santa Tell Me;Santa Tell Me;Ariana Grande;39;5;3;(x1);38,503,261;412,442,713;66CXWjxzNUsdJxJ2JdwvnR;0lizgQ7Qw35od7CYaoMBZb
282;Juice WRLD†-†Come & Go;Come & Go;Juice WRLD;38;4;4;;30,027,587;412,144,684;4MCBfE4596Uoi2O4DtmEMz;2Y0wPrPQBrGhoLn14xRYCG
283;Fetty Wap†-†Trap Queen;Trap Queen;Fetty Wap;83;12;7;;10,544,238;411,877,093;6PXS4YHDkKvl1wkIl4V8DL;2d8JP84HNLKhmd6IYOoupQ
284;Queen†-†Don't Stop Me Now - Remastered;Don't Stop Me Now - Remastered;Queen;70;;51;;9,119,911;411,688,901;1dfeR4HaWDbWqFHLkxsg1d;5T8EDUDqKcs6OSOwEsfqG7
285;Ellie Goulding†-†Love Me Like You Do;Love Me Like You Do;Ellie Goulding;75;15;3;(x4);19,080,054;411,454,169;0X2BH1fck6amBIoJhDVmmJ;7y2YUIyCuVhBidENVT0068
