;name;album;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key
151;The Hills;Beauty Behind The Madness;The Weeknd;2015-08-28;242253;0;0.356;0.0861;0.356;0.567;0.0;0.137;-7.011;0.0798;135.553;5;0;0.109;0
152;There's Nothing Holdin' Me Back;Illuminate (Deluxe);Shawn Mendes;2017-04-20;199440;1;0.857;0.381;0.857;0.8;0.0;0.0913;-4.035;0.0583;121.996;4;1;0.966;2
153;Hotline Bling;Hotline Bling;Drake;2015-07-31;267023;0;0.896;0.00257;0.896;0.623;0.000258;0.039;-8.008;0.0571;134.962;4;1;0.585;2
154;Nice For What;Nice For What;Drake;2018-04-06;210925;2;0.567;0.0934;0.567;0.913;0.000124;0.114;-6.471;0.0736;93.35;4;1;0.792;8
155;Young Dumb & Broke;American Teen;Khalid;2017-04-27;202546;80;0.799;0.199;0.799;0.539;1.66e-05;0.165;-6.351;0.0421;136.948;4;1;0.394;1
156;Uptown Funk (feat. Bruno Mars);Uptown Special;Mark Ronson;2015-01-12;269666;82;0.856;0.00801;0.856;0.609;8.15e-05;0.0344;-7.223;0.0824;114.988;4;1;0.928;0
157;Stay (with Alessia Cara);Stay;Zedd;2017-02-23;210090;2;0.679;0.232;0.679;0.634;0.0;0.115;-5.024;0.0654;102.013;4;0;0.498;5
158;Wolves;Wolves;Selena Gomez;2017-10-25;197993;2;0.715;0.139;0.715;0.802;0.0;0.177;-4.647;0.0394;124.989;4;0;0.327;11
159;Mask Off;FUTURE;Future;2017-08-04;204600;44;0.833;0.0102;0.833;0.434;0.0219;0.165;-8.795;0.431;150.062;4;1;0.281;2
160;In the Name of Love;In the Name of Love;Martin Garrix;2016-07-29;195706;78;0.501;0.109;0.501;0.519;0.0;0.454;-5.88;0.0409;133.99;4;0;0.168;4
161;Te Boté - Remix;Te Boté (Remix);Nio Garcia;2018-04-13;417920;78;0.903;0.542;0.903;0.675;1.28e-05;0.0595;-3.445;0.214;96.507;4;0;0.442;11
162;RITMO (Bad Boys For Life);RITMO (Bad Boys For Life);Black Eyed Peas;2019-10-12;221714;79;0.721;0.0334;0.721;0.716;0.00084;0.237;-7.037;0.0657;104.994;4;0;0.667;10
163;Stay With Me;In The Lonely Hour (Deluxe Edition);Sam Smith;2014-01-01;172723;0;0.5;0.566;0.5;0.418;0.000193;0.11;-6.535;0.0377;84.899;4;1;0.176;0
164;Me, Myself & I;When It's Dark Out;G-Eazy;2015-12-04;251466;76;0.756;0.0184;0.756;0.674;0.0;0.158;-6.518;0.0959;111.995;4;0;0.389;0
165;Last Christmas;LAST CHRISTMAS;Wham!;1984-11-29;262960;62;0.735;0.189;0.735;0.478;2.48e-06;0.355;-12.472;0.0293;107.682;4;1;0.947;2
166;Symphony (feat. Zara Larsson);Symphony (feat. Zara Larsson);Clean Bandit;2017-03-16;212459;75;0.707;0.259;0.707;0.629;1.6e-05;0.138;-4.581;0.0563;122.863;4;0;0.457;0
167;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;2017-02-23;216408;76;0.696;0.075;0.696;0.817;0.0;0.187;-3.862;0.109;98.064;4;1;0.782;1
168;Look Alive (feat. Drake);Look Alive (feat. Drake);BlocBoy JB;2018-02-09;181263;76;0.922;0.00104;0.922;0.581;5.86e-05;0.105;-7.495;0.27;140.022;4;1;0.595;10
169;drivers license;drivers license;Olivia Rodrigo;2021-01-08;242013;95;0.585;0.721;0.585;0.436;1.31e-05;0.105;-8.761;0.0601;143.874;4;1;0.132;10
170;Lush Life;Lush Life;Zara Larsson;2015-06-09;201122;0;0.694;0.133;0.694;0.712;0.0;0.211;-3.923;0.046;98.022;4;0;0.799;7
171;No Me Conoce - Remix;Famouz;Jhay Cortez;2019-05-24;309120;78;0.806;0.145;0.806;0.786;0.0;0.0935;-3.831;0.0741;91.973;4;0;0.58;10
172;Cake By The Ocean;SWAAY;DNCE;2015-10-23;218440;0;0.774;0.156;0.774;0.765;0.0;0.0523;-5.503;0.0517;119.018;4;0;0.908;4
173;Solo (feat. Demi Lovato);Solo (feat. Demi Lovato);Clean Bandit;2018-05-17;222653;74;0.737;0.0441;0.737;0.636;6.66e-05;0.35;-4.546;0.0437;105.005;4;0;0.565;11
174;Piece Of Your Heart;Piece Of Your Heart;MEDUZA;2019-02-01;152913;80;0.677;0.0404;0.677;0.744;0.00016;0.074;-6.806;0.0295;124.08;4;0;0.631;10
175;Rain On Me (with Ariana Grande);Chromatica;Lady Gaga;2020-05-29;182200;79;0.672;0.021;0.672;0.855;0.0;0.323;-3.764;0.0397;123.056;4;1;0.646;9
176;Too Good;Views;Drake;2016-05-06;263373;0;0.804;0.0573;0.804;0.648;3.49e-05;0.102;-7.805;0.117;117.983;4;1;0.392;7
177;Galway Girl;÷ (Deluxe);Ed Sheeran;2017-03-03;170826;79;0.624;0.0735;0.624;0.876;0.0;0.327;-3.374;0.1;99.943;4;1;0.781;9
178;For The Night (feat. Lil Baby & DaBaby);Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;190476;87;0.823;0.114;0.823;0.586;0.0;0.193;-6.606;0.2;125.971;4;0;0.347;6
179;DÁKITI;EL ÚLTIMO TOUR DEL MUNDO;Bad Bunny;2020-11-27;205090;88;0.731;0.401;0.731;0.573;5.22e-05;0.113;-10.059;0.0544;109.928;4;0;0.145;4
180;Starving;HAIZ;Hailee Steinfeld;2016-07-15;181880;0;0.695;0.379;0.695;0.615;0.0;0.104;-4.194;0.104;99.817;4;1;0.532;4
181;Side To Side;Dangerous Woman;Ariana Grande;2016-05-20;226160;1;0.648;0.0408;0.648;0.738;0.0;0.292;-5.883;0.247;159.145;4;0;0.603;6
182;Ride;Blurryface;Twenty One Pilots;2015-05-15;214506;82;0.645;0.00835;0.645;0.713;0.0;0.113;-5.355;0.0393;74.989;4;1;0.566;6
183;Location;American Teen;Khalid;2017-04-27;219080;79;0.736;0.33;0.736;0.449;0.000162;0.0898;-11.462;0.425;80.126;4;0;0.326;1
184;LA CANCIÓN;OASIS;J Balvin;2019-06-28;242573;84;0.754;0.152;0.754;0.646;1.85e-05;0.108;-5.795;0.317;176.089;4;1;0.429;7
185;Issues;Issues;Julia Michaels;2017-01-13;176346;2;0.683;0.368;0.683;0.427;0.0;0.0604;-6.827;0.0777;113.634;4;1;0.426;8
186;How Do You Sleep?;How Do You Sleep?;Sam Smith;2019-07-19;202204;79;0.477;0.153;0.477;0.682;0.0;0.0763;-4.931;0.0925;110.567;5;0;0.345;1
187;Paris;Paris;The Chainsmokers;2017-01-13;221520;71;0.646;0.0243;0.646;0.644;0.0;0.0888;-6.763;0.031;99.999;4;1;0.251;2
188;If the World Was Ending - feat. Julia Michaels;If the World Was Ending (feat. Julia Michaels);JP Saxe;2019-10-17;208687;85;0.464;0.866;0.464;0.473;0.0;0.109;-10.086;0.129;75.801;4;1;0.604;1
189;Castle on the Hill;÷ (Deluxe);Ed Sheeran;2017-03-03;261153;78;0.461;0.0232;0.461;0.834;1.14e-05;0.14;-4.868;0.0989;135.007;4;1;0.471;2
190;24K Magic;24K Magic;Bruno Mars;2016-11-17;225983;79;0.818;0.034;0.818;0.803;0.0;0.153;-4.282;0.0797;106.97;4;1;0.632;1
191;positions;Positions;Ariana Grande;2020-10-30;172324;89;0.737;0.468;0.737;0.802;0.0;0.0931;-4.771;0.0878;144.015;4;1;0.682;0
192;changes;?;XXXTENTACION;2018-03-16;121886;82;0.669;0.883;0.669;0.308;0.0;0.0984;-10.068;0.029;64.934;4;1;0.52;11
193;Promises (with Sam Smith);Promises (with Sam Smith);Calvin Harris;2018-08-17;213309;78;0.781;0.0119;0.781;0.768;4.91e-06;0.325;-5.991;0.0394;123.07;4;1;0.486;11
194;Head & Heart (feat. MNEK);Head & Heart (feat. MNEK);Joel Corry;2020-07-03;166028;89;0.734;0.168;0.734;0.874;1.14e-05;0.0489;-3.158;0.0662;122.953;4;1;0.905;8
195;Where Are Ü Now (with Justin Bieber);Skrillex and Diplo present Jack Ü;Jack Ü;2015-02-24;250285;74;0.432;0.041;0.432;0.781;4.21e-06;0.0789;-4.038;0.0567;139.432;4;0;0.197;4
196;Going Bad (feat. Drake);Championships;Meek Mill;2018-11-30;180522;81;0.889;0.259;0.889;0.496;0.0;0.252;-6.365;0.0905;86.003;4;0;0.544;4
197;More Than You Know;More Than You Know;Axwell /\ Ingrosso;2017-07-28;203000;0;0.644;0.034;0.644;0.743;0.0;0.257;-5.002;0.0355;123.074;4;0;0.544;5
198;Sorry Not Sorry;Tell Me You Love Me (Deluxe);Demi Lovato;2017-09-29;203760;0;0.704;0.0214;0.704;0.633;0.0;0.29;-6.923;0.241;144.021;4;0;0.863;11
199;Chandelier;1000 Forms Of Fear;Sia;2014-07-04;216120;78;0.399;0.0197;0.399;0.787;6.07e-05;0.0685;-2.88;0.0499;117.089;5;1;0.572;1
200;Fuck Love (feat. Trippie Redd);17;XXXTENTACION;2017-08-25;146520;82;0.797;0.0172;0.797;0.533;0.000152;0.103;-9.74;0.0412;131.036;4;0;0.329;0
201;MIDDLE CHILD;MIDDLE CHILD;J. Cole;2019-01-23;213593;81;0.837;0.149;0.837;0.364;0.0;0.271;-11.713;0.276;123.984;4;1;0.463;8
202;Money In The Grave (Drake ft. Rick Ross);The Best In The World Pack;Drake;2019-06-15;205426;80;0.831;0.101;0.831;0.502;0.0;0.122;-4.045;0.046;100.541;4;0;0.101;10
203;It's You;YOU;Ali Gatie;2019-11-08;212606;83;0.732;0.374;0.732;0.463;0.0;0.194;-6.972;0.0287;95.971;4;0;0.397;11
204;Wild Thoughts (feat. Rihanna & Bryson Tiller);Grateful;DJ Khaled;2017-06-22;204173;74;0.671;0.0329;0.671;0.672;0.0;0.118;-3.094;0.0688;97.979;4;0;0.632;0
205;Old Town Road;Old Town Road;Lil Nas X;2019-03-14;113013;19;0.908;0.0361;0.908;0.517;1.73e-06;0.0949;-6.063;0.129;136.019;4;1;0.471;1
206;All The Stars (with SZA);Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;232186;80;0.698;0.0605;0.698;0.633;0.000194;0.0926;-4.946;0.0597;96.924;4;1;0.552;8
207;Feel It Still;Woodstock;Portugal. The Man;2017-06-16;163253;78;0.801;0.0417;0.801;0.795;0.000113;0.0717;-5.115;0.0504;79.028;4;0;0.754;1
208;Body (feat. brando);Body (feat. brando);Loud Luxury;2017-10-27;163216;3;0.752;0.0476;0.752;0.764;9.44e-05;0.0543;-4.399;0.038;121.958;4;1;0.582;1
209;Fast Car;Fast Car;Jonas Blue;2015-12-04;212424;0;0.459;0.453;0.459;0.587;0.0;0.307;-6.983;0.0785;113.901;4;1;0.581;9
210;Strip That Down;Strip That Down;Liam Payne;2017-05-18;204502;2;0.869;0.246;0.869;0.485;0.0;0.0765;-5.595;0.0545;106.028;4;1;0.527;6
211;you broke me first;you broke me first;Tate McRae;2020-04-17;169265;89;0.667;0.785;0.667;0.373;0.0;0.0906;-9.389;0.05;124.148;4;1;0.0823;4
212;If I Can't Have You;Shawn Mendes (Deluxe);Shawn Mendes;2019-06-19;191466;73;0.691;0.487;0.691;0.823;0.0;0.134;-4.197;0.0623;123.935;4;1;0.87;2
213;ily (i love you baby) (feat. Emilee);ily (i love you baby) (feat. Emilee);Surf Mesa;2019-11-26;176546;84;0.674;0.0686;0.674;0.774;0.00188;0.393;-7.567;0.0892;112.05;4;0;0.33;11
214;All Girls Are The Same;Goodbye & Good Riddance;Juice WRLD;2018-12-10;165819;85;0.671;0.0769;0.671;0.529;0.000335;0.0856;-7.226;0.307;161.989;4;1;0.203;0
215;Truth Hurts;Cuz I Love You (Deluxe);Lizzo;2019-05-03;173325;69;0.715;0.11;0.715;0.624;0.0;0.123;-3.046;0.114;158.087;4;0;0.412;4
216;Let You Down;Perception;NF;2017-10-06;212120;3;0.659;0.33;0.659;0.716;0.0;0.173;-5.673;0.111;148.015;4;0;0.437;5
217;Sunday Best;Where the Light Is;Surfaces;2019-01-06;158571;82;0.878;0.183;0.878;0.525;0.0;0.0714;-6.832;0.0578;112.022;4;1;0.694;5
218;Dusk Till Dawn - Radio Edit;Dusk Till Dawn (Radio Edit);ZAYN;2017-09-07;239000;81;0.258;0.101;0.258;0.437;1.27e-06;0.106;-6.593;0.039;180.043;4;0;0.0967;11
219;Stuck with U (with Justin Bieber);Stuck with U;Ariana Grande;2020-05-08;228482;85;0.597;0.223;0.597;0.45;0.0;0.382;-6.658;0.0418;178.765;3;1;0.537;8
220;PILLOWTALK;Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;202746;79;0.584;0.117;0.584;0.7;0.0;0.0939;-4.275;0.0456;124.944;4;1;0.438;11
221;These Days (feat. Jess Glynne, Macklemore & Dan Caplen);These Days (feat. Jess Glynne, Macklemore & Dan Caplen);Rudimental;2018-01-19;210772;76;0.653;0.194;0.653;0.809;0.0;0.165;-4.057;0.0474;92.213;4;1;0.55;0
222;Scared to Be Lonely;Scared to Be Lonely;Martin Garrix;2017-01-27;220883;79;0.584;0.0895;0.584;0.54;0.0;0.261;-7.786;0.0576;137.972;4;0;0.195;1
223;Passionfruit;More Life;Drake;2017-03-18;298940;1;0.809;0.256;0.809;0.463;0.085;0.109;-11.377;0.0396;111.98;4;1;0.364;11
224;Let Me Down Slowly;Narrated For You;Alec Benjamin;2018-11-16;169353;83;0.652;0.74;0.652;0.557;0.0;0.124;-5.714;0.0318;150.073;4;0;0.483;1
225;Lose You To Love Me;Lose You To Love Me;Selena Gomez;2019-10-23;206458;26;0.505;0.576;0.505;0.34;0.0;0.21;-9.005;0.0438;101.993;4;1;0.0916;4
226;10,000 Hours (with Justin Bieber);10,000 Hours (with Justin Bieber);Dan + Shay;2019-10-04;167693;84;0.654;0.153;0.654;0.63;0.0;0.111;-4.644;0.0259;89.991;4;1;0.43;10
227;See You Again (feat. Charlie Puth);See You Again (feat. Charlie Puth);Wiz Khalifa;2015-03-10;229525;1;0.689;0.369;0.689;0.481;1.03e-06;0.0649;-7.503;0.0815;80.025;4;1;0.283;10
228;Roses;Roses;The Chainsmokers;2015-06-16;226738;73;0.713;0.0435;0.713;0.802;0.00377;0.309;-7.055;0.0561;100.001;4;1;0.343;4
229;X;X;Nicky Jam;2018-03-02;173627;5;0.595;0.0364;0.595;0.773;0.00108;0.334;-4.736;0.0549;180.073;4;0;0.711;9
230;Love Lies (with Normani);Love Lies (with Normani);Khalid;2018-02-14;201707;75;0.708;0.0956;0.708;0.648;0.0;0.134;-5.626;0.0449;143.955;4;1;0.338;6
231;i hate u, i love u (feat. olivia o'brien);us;gnash;2016-03-25;251033;80;0.492;0.687;0.492;0.275;0.0;0.101;-13.4;0.3;92.6;4;0;0.18;6
232;Happier;÷ (Deluxe);Ed Sheeran;2017-03-03;207520;81;0.522;0.536;0.522;0.385;0.0;0.135;-7.355;0.0288;89.792;4;1;0.236;0
233;Fake Love;Fake Love;Drake;2016-10-24;207813;0;0.924;0.182;0.924;0.543;0.0;0.103;-7.474;0.298;133.907;4;0;0.736;9
234;Let Her Go;All The Little Lights;Passenger;2012-11-05;252866;74;0.509;0.385;0.509;0.538;0.0;0.104;-7.335;0.0572;75.089;4;1;0.244;7
235;ZEZE (feat. Travis Scott & Offset);Dying to Live;Kodak Black;2018-12-14;228759;79;0.861;0.0521;0.861;0.603;0.0;0.0924;-5.788;0.176;98.043;4;0;0.504;8
236;Mine;COSMIC;Bazzi;2018-04-12;131064;77;0.71;0.0161;0.71;0.789;2.77e-06;0.451;-3.874;0.0722;142.929;4;1;0.717;4
237;Ric Flair Drip (& Metro Boomin);Without Warning;21 Savage;2017-10-30;172800;82;0.88;0.149;0.88;0.428;5.07e-05;0.114;-8.28;0.206;100.007;4;1;0.333;9
238;Counting Stars;Native;OneRepublic;2014-01-01;257386;63;0.663;0.0654;0.663;0.705;0.0;0.117;-4.972;0.0385;122.014;4;0;0.477;1
239;Call On Me - Ryan Riback Extended Remix;Call On Me (Remixes);Starley;2016-10-14;222040;49;0.67;0.0604;0.67;0.838;0.000611;0.159;-4.031;0.0362;104.998;4;1;0.717;0
240;Felices los 4;Felices los 4;Maluma;2017-04-21;229848;3;0.755;0.231;0.755;0.789;0.0;0.351;-4.502;0.146;93.973;4;1;0.737;5
241;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);Funk Wav Bounces Vol.1;Calvin Harris;2017-06-30;223413;74;0.893;0.0642;0.893;0.745;0.0;0.0943;-3.105;0.0571;101.018;4;0;0.872;11
242;Sugar (feat. Francesco Yates);Sugar;Robin Schulz;2015-09-25;219043;77;0.636;0.0185;0.636;0.815;0.0;0.163;-5.098;0.0581;123.063;4;0;0.636;5
243;Wake Me Up - Radio Edit;True;Avicii;2013-01-01;247426;1;0.532;0.0038;0.532;0.783;0.0012;0.161;-5.697;0.0523;124.08;4;1;0.643;2
244;Riptide;Dream Your Life Away;Vance Joy;2014-09-08;204280;80;0.484;0.431;0.484;0.731;0.0;0.151;-6.694;0.0379;101.654;4;1;0.51;1
245;In Your Eyes;After Hours;The Weeknd;2020-03-20;237520;84;0.667;0.00285;0.667;0.719;8.1e-05;0.0736;-5.371;0.0346;100.021;4;0;0.717;7
246;Lose Control;Lose Control;MEDUZA;2019-10-11;168387;83;0.598;0.129;0.598;0.526;0.0;0.14;-8.659;0.0415;123.935;4;0;0.529;10
247;Sugar;V (Deluxe);Maroon 5;2014-09-02;235493;0;0.744;0.0553;0.744;0.783;0.0;0.086;-7.077;0.0337;120.042;4;1;0.885;1
248;Échame La Culpa;Échame La Culpa;Luis Fonsi;2017-11-17;173720;2;0.724;0.0322;0.724;0.895;0.0;0.097;-3.617;0.0411;96.022;4;1;0.64;7
249;Mama;Jonas Blue: Electronic Nature - The Mix 2017;Jonas Blue;2017-07-14;181614;55;0.739;0.091;0.739;0.792;0.0;0.0516;-4.256;0.0418;104.016;4;0;0.547;11
250;Don't Wanna Know;Don't Wanna Know;Maroon 5;2016-10-11;214480;0;0.783;0.338;0.783;0.623;0.0;0.0975;-6.126;0.08;100.048;4;1;0.447;7
251;Needed Me;ANTI;Rihanna;2016-01-28;191600;0;0.671;0.11;0.671;0.314;0.0;0.0825;-8.091;0.244;110.898;4;0;0.296;5
252;Nonstop;Scorpion;Drake;2018-06-29;238614;78;0.912;0.0165;0.912;0.412;0.0126;0.104;-8.074;0.123;154.983;4;1;0.423;7
253;Drip Too Hard (Lil Baby & Gunna);Drip Harder;Lil Baby;2018-10-05;145542;81;0.897;0.0852;0.897;0.662;0.0;0.534;-6.903;0.292;112.511;4;0;0.389;1
254;Rather Be (feat. Jess Glynne);Rather Be (feat. Jess Glynne);Clean Bandit;2014-01-17;227833;74;0.799;0.162;0.799;0.586;2.03e-06;0.193;-6.735;0.0377;120.97;4;1;0.549;11
255;What You Know Bout Love;Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;160000;88;0.709;0.65;0.709;0.548;1.59e-06;0.133;-8.493;0.353;83.995;4;1;0.543;10
256;BUTTERFLY EFFECT;BUTTERFLY EFFECT;Travis Scott;2017-05-18;190677;1;0.763;0.0714;0.763;0.598;0.0;0.112;-6.865;0.0539;140.987;4;1;0.182;11
257;Bank Account;Issa Album;21 Savage;2017-09-23;220306;78;0.884;0.0151;0.884;0.346;7.04e-06;0.0871;-8.228;0.351;75.016;4;0;0.376;8
258;Middle;Middle;DJ Snake;2015-10-16;220573;0;0.604;0.0161;0.604;0.745;0.0;0.0542;-4.103;0.0385;104.941;4;1;0.205;9
259;Adan y Eva;Adan y Eva;Paulo Londra;2018-11-05;258638;72;0.767;0.323;0.767;0.709;0.0;0.0676;-4.47;0.336;171.993;4;1;0.72;1
260;break up with your girlfriend, i'm bored;thank u, next;Ariana Grande;2019-02-08;190440;78;0.726;0.0421;0.726;0.554;0.0;0.106;-5.29;0.0917;169.999;4;0;0.335;5
261;Laugh Now Cry Later (feat. Lil Durk);Laugh Now Cry Later (feat. Lil Durk);Drake;2020-08-14;261492;86;0.761;0.244;0.761;0.518;3.47e-05;0.107;-8.871;0.134;133.976;4;1;0.522;0
262;Perfect Strangers;Perfect Strangers;Jonas Blue;2016-06-03;196613;1;0.742;0.372;0.742;0.819;0.0;0.277;-5.307;0.0487;117.986;4;1;0.709;1
263;Yummy;Changes;Justin Bieber;2020-02-14;208520;73;0.676;0.345;0.676;0.506;0.0;0.118;-6.652;0.0958;145.842;4;0;0.497;9
264;Redbone;"""Awaken, My Love!""";Childish Gambino;2016-12-02;326933;4;0.745;0.172;0.745;0.356;0.00943;0.123;-10.425;0.0941;160.033;4;1;0.607;1
265;Mo Bamba;MUDBOY;Sheck Wes;2018-10-05;183906;78;0.729;0.194;0.729;0.625;0.00986;0.248;-5.266;0.0315;146.034;4;1;0.261;4
266;Let Me Go (with Alesso, Florida Georgia Line & watt);Let Me Go (with Alesso, Florida Georgia Line & watt);Hailee Steinfeld;2017-09-08;174800;1;0.659;0.0393;0.659;0.717;0.0;0.0769;-4.202;0.0581;103.036;4;1;0.71;8
267;How Deep Is Your Love;How Deep Is Your Love;Calvin Harris;2015-07-17;212640;77;0.738;0.0392;0.738;0.868;0.00169;0.388;-4.373;0.0731;122.003;4;0;0.336;11
268;Rise;Rise;Jonas Blue;2018-05-25;194407;72;0.69;0.323;0.69;0.784;0.0;0.203;-4.653;0.032;106.066;4;1;0.669;1
269;Supalonely;STELLA & STEVE;BENEE;2019-11-15;223480;79;0.863;0.305;0.863;0.631;3.04e-05;0.123;-4.689;0.0534;128.977;4;1;0.817;7
270;2U (feat. Justin Bieber);2U (feat. Justin Bieber);David Guetta;2017-06-09;194896;69;0.548;0.219;0.548;0.65;0.0;0.225;-5.827;0.0591;144.937;4;0;0.557;8
271;Falling;Fine Line;Harry Styles;2019-12-13;240133;85;0.567;0.839;0.567;0.267;1.46e-06;0.089;-6.502;0.0299;110.011;4;1;0.0592;4
272;Don't Call Me Up;Ivy To Roses (Mixtape);Mabel;2019-01-18;178480;80;0.674;0.296;0.674;0.881;3.01e-06;0.0793;-2.853;0.147;98.994;4;1;0.234;9
273;Heather;Kid Krow;Conan Gray;2020-03-20;198040;88;0.357;0.584;0.357;0.425;0.0;0.322;-7.301;0.0333;102.078;3;1;0.27;5
274;Chantaje;Chantaje;Shakira;2016;195612;0;0.859;0.168;0.859;0.756;4.65e-05;0.163;-3.36;0.0643;102.033;4;0;0.91;8
275;Loco Contigo (feat. J. Balvin & Tyga);Carte Blanche;DJ Snake;2019-07-25;185194;78;0.694;0.278;0.694;0.758;1.34e-06;0.102;-2.986;0.218;192.091;4;1;0.371;11
276;Talk (feat. Disclosure);Free Spirit;Khalid;2019-04-05;197573;75;0.9;0.0516;0.9;0.4;0.0;0.0599;-8.575;0.127;135.984;4;1;0.346;0
277;Soltera - Remix;Soltera (Remix);Lunay;2019-05-10;266086;76;0.795;0.361;0.795;0.783;0.0;0.437;-4.271;0.0432;92.01;4;1;0.799;5
278;No Guidance (feat. Drake);Indigo;Chris Brown;2019-06-28;260640;82;0.696;0.123;0.696;0.454;0.0;0.155;-6.756;0.153;92.928;4;0;0.136;1
279;Back To You - From 13 Reasons Why – Season 2 Soundtrack;Back To You (From 13 Reasons Why – Season 2 Soundtrack);Selena Gomez;2018-05-10;207904;73;0.601;0.0945;0.601;0.724;1.68e-06;0.12;-4.856;0.0486;102.061;4;1;0.508;6
280;Santa Tell Me;Santa Tell Me;Ariana Grande;2014-11-24;204093;63;0.525;0.0489;0.525;0.621;0.0;0.294;-7.364;0.116;191.9;4;1;0.591;7
281;Come & Go (with Marshmello);Legends Never Die;Juice WRLD;2020-07-10;205484;84;0.625;0.0172;0.625;0.814;0.0;0.158;-5.181;0.0657;144.991;4;1;0.535;0
282;Trap Queen;Fetty Wap (Deluxe);Fetty Wap;2015-09-25;222093;74;0.746;0.0244;0.746;0.873;0.0;0.354;-3.803;0.128;148.075;4;1;0.817;7
283;Don't Stop Me Now - Remastered 2011;Jazz (2011 Remaster);Queen;1978-11-10;209413;81;0.559;0.0475;0.559;0.868;0.000176;0.776;-5.276;0.17;156.295;4;1;0.609;5
284;"Love Me Like You Do - From ""Fifty Shades Of Grey""";"Love Me Like You Do (From ""Fifty Shades Of Grey"")";Ellie Goulding;2015-01-07;252538;0;0.258;0.281;0.258;0.631;0.0;0.127;-6.617;0.0541;189.583;4;0;0.266;5
285;Mercy;Illuminate (Deluxe);Shawn Mendes;2016-09-23;208733;0;0.562;0.113;0.562;0.681;0.0;0.11;-4.934;0.0871;148.064;4;0;0.357;11
286;"Lose Yourself - From ""8 Mile"" Soundtrack";Curtain Call (Deluxe);Eminem;2005-12-06;326466;2;0.701;0.00971;0.701;0.728;0.00115;0.361;-4.554;0.255;171.388;4;1;0.0591;2
287;Higher Love;Higher Love;Kygo;2019-06-28;228267;80;0.693;0.0151;0.693;0.678;5.71e-06;0.101;-7.159;0.0324;103.952;4;1;0.404;8
288;Vaina Loca;Aura;Ozuna;2018-08-24;176133;73;0.754;0.315;0.754;0.805;0.0;0.203;-4.249;0.0752;93.982;4;1;0.555;6
289;Slide (feat. Frank Ocean & Migos);Slide (feat. Frank Ocean & Migos);Calvin Harris;2017-02-24;230813;73;0.736;0.498;0.736;0.795;1.21e-06;0.254;-3.299;0.0545;104.066;4;0;0.511;1
290;It's Beginning to Look a Lot like Christmas;Christmas;Michael Bublé;2011-10-14;206639;41;0.339;0.908;0.339;0.214;7.47e-06;0.341;-11.714;0.0375;94.775;3;1;0.363;4
291;FEFE (feat. Nicki Minaj & Murda Beatz);FEFE (feat. Nicki Minaj & Murda Beatz);6ix9ine;2018-07-22;179404;1;0.931;0.088;0.931;0.387;0.0;0.136;-9.127;0.412;125.978;4;1;0.376;1
292;Bandit (with YoungBoy Never Broke Again);Bandit (with YoungBoy Never Broke Again);Juice WRLD;2019-10-04;189322;83;0.474;0.0687;0.474;0.631;0.0;0.132;-5.884;0.343;180.051;4;0;0.425;5
293;Bad and Boujee (feat. Lil Uzi Vert);Culture;Migos;2017-01-27;343150;75;0.927;0.061;0.927;0.665;0.0;0.123;-5.313;0.244;127.076;4;1;0.175;11
294;Safaera;YHLQMDLG;Bad Bunny;2020-02-28;295176;81;0.607;0.0103;0.607;0.829;0.0;0.107;-4.074;0.379;96.172;4;1;0.685;2
295;Con Altura;Con Altura;ROSALÍA;2019-03-28;161626;76;0.882;0.39;0.882;0.689;0.00325;0.0501;-4.027;0.124;97.963;4;1;0.746;6
296;UN DIA (ONE DAY) (Feat. Tainy);UN DIA (ONE DAY) (Feat. Tainy);J Balvin;2020-07-24;232253;85;0.571;0.00536;0.571;0.693;0.0;0.173;-8.234;0.0545;168.169;4;0;0.393;6
297;Black Beatles;SremmLife 2 (Deluxe);Rae Sremmurd;2016-08-12;291893;75;0.794;0.142;0.794;0.632;0.0;0.128;-6.163;0.0649;145.926;4;1;0.355;0
298;BICHOTA;BICHOTA;KAROL G;2020-10-23;178946;86;0.863;0.212;0.863;0.666;0.000493;0.103;-4.158;0.152;163.908;4;0;0.838;1
299;Wonderwall - Remastered;(What's The Story) Morning Glory? [Remastered];Oasis;1995-10-02;258773;78;0.378;0.000452;0.378;0.896;0.0;0.194;-4.066;0.0407;174.302;4;1;0.469;2
300;Jackie Chan;Jackie Chan;Tiësto;2018-05-18;215759;74;0.747;0.374;0.747;0.834;0.0;0.0586;-2.867;0.045;128.005;4;0;0.687;3
301;Firestone;Firestone;Kygo;2015-06-24;273684;20;0.486;0.408;0.486;0.652;6.63e-05;0.077;-7.226;0.052;113.055;4;0;0.391;11
302;La Curiosidad;Platonicos;Jay Wheeler;2020-06-12;219048;84;0.845;0.269;0.845;0.677;0.000917;0.108;-4.798;0.136;90.013;4;0;0.68;11
